iter	Logloss
340	0.6167776157
341	0.6166170969
342	0.6164502547
343	0.6162941234
344	0.6161582818
345	0.6160310627
346	0.615873671
347	0.6157026548
348	0.6156168492
349	0.6154661307
350	0.615244022
351	0.6150207109
352	0.6148802022
353	0.6146307704
354	0.6144921074
355	0.614341332
356	0.6141883954
357	0.6140735943
358	0.6139091499
359	0.6137739303
360	0.6135270817
361	0.6133238386
362	0.6130204987
363	0.6128611036
364	0.61271225
365	0.6125240287
366	0.6122496338
367	0.6121436611
368	0.612015715
369	0.6118065393
370	0.6116675724
371	0.6115692422
372	0.6112689462
373	0.6110628879
374	0.6108435864
375	0.6106880906
376	0.6105458003
377	0.6102202428
378	0.6100717098
379	0.6099177401
380	0.6097174137
381	0.6095634211
382	0.6094416333
383	0.6092959622
384	0.6091311317
385	0.6090248468
386	0.6089141563
387	0.6087447518
388	0.6086426127
389	0.6085119097
390	0.6083781427
391	0.6081262812
392	0.6079911415
393	0.6077767449
394	0.6075750265
395	0.6074333475
396	0.6072700854
397	0.6071402323
398	0.6069677052
399	0.6067826561
400	0.606553853
401	0.6064146078
402	0.6062378352
403	0.6060857137
404	0.6059163162
405	0.6057201672
406	0.6055386969
407	0.605328496
408	0.6051110657
409	0.6050039889
410	0.6048908481
411	0.6047632915
412	0.6046057271
413	0.6044071834
414	0.6043313641
415	0.6041636623
416	0.6040188974
417	0.6038686919
418	0.6036690275
419	0.6035364554
420	0.6032842758
421	0.6030719236
422	0.6028958118
423	0.6027337533
424	0.6026782698
425	0.6024765304
426	0.6023634173
427	0.6022418006
428	0.6020254256
429	0.6017561822
430	0.6015883255
431	0.6014072389
432	0.6012868761
433	0.6011905473
434	0.6010743214
435	0.6009432865
436	0.6007198346
437	0.6006100921
438	0.6003582146
439	0.6001148347
440	0.5998845912
441	0.5997331134
442	0.5996206832
443	0.5994524761
444	0.5992591337
445	0.5991445618
446	0.5989364864
447	0.5987899992
448	0.5985923964
449	0.5982906153
450	0.598065498
451	0.5980042873
452	0.5977943552
453	0.597666999
454	0.5975181223
455	0.5972110037
456	0.5970487082
457	0.5968458186
458	0.5966506118
459	0.5964662876
460	0.5962837156
461	0.5961436513
462	0.5959717043
463	0.5958642113
464	0.5957124148
465	0.5956360817
466	0.5953824947
467	0.5951870418
468	0.5950026452
469	0.5948955197
470	0.5946764672
471	0.5944437027
472	0.59433252
473	0.5941603971
474	0.5939695282
475	0.5936691942
476	0.5935468058
477	0.5933800329
478	0.5932350101
479	0.5930381431
480	0.5929052232
481	0.5928104277
482	0.5926105891
483	0.5924786546
484	0.5923985139
485	0.5921722829
486	0.591995887
487	0.5918533092
488	0.591686689
489	0.5914165698
490	0.5911471474
491	0.5909844951
492	0.5907930195
493	0.5905297718
494	0.5903325497
495	0.5901626351
496	0.5900130614
497	0.5897230302
498	0.5894354107
499	0.5892920138
500	0.5890760653
501	0.5887761581
502	0.5883691707
503	0.588117676
504	0.5879471313
505	0.5877859707
506	0.5876536133
507	0.5874873978
508	0.5872866817
509	0.5871163414
510	0.5867357048
511	0.5864555786
512	0.5862271396
513	0.5860616628
514	0.5858992672
515	0.5856102755
516	0.5854637248
517	0.5852511806
518	0.5850420572
519	0.5848796213
520	0.5845184858
521	0.5842834983
522	0.5840289159
523	0.583832547
524	0.5836329663
525	0.5834445843
526	0.5831758881
527	0.583015373
528	0.5827560004
529	0.5824937842
530	0.5822337595
531	0.5819995975
532	0.581796332
533	0.5816144831
534	0.5814625224
535	0.5813056818
536	0.5811462305
537	0.5810050028
538	0.5808638248
539	0.5806327359
540	0.5803235469
541	0.5801924997
542	0.5800734388
543	0.5799114713
544	0.5796265898
545	0.5794214107
546	0.5791235328
547	0.5789801571
548	0.5787677874
549	0.5785956505
550	0.5783685455
551	0.5781801538
552	0.5779475878
553	0.5777359844
554	0.5775607294
555	0.577365925
556	0.577240161
557	0.5769343768
558	0.5767490746
559	0.5764395259
560	0.5761891577
561	0.5760218821
562	0.5757759167
563	0.5755911225
564	0.5754162891
565	0.5752816691
566	0.5750453099
567	0.5749286862
568	0.5747782262
569	0.5745224874
570	0.574259647
571	0.5740410687
572	0.5737079909
573	0.573428294
574	0.5731598651
575	0.5729332742
576	0.5725902733
577	0.5724678855
578	0.5722972309
579	0.5720325805
580	0.5717201831
581	0.5714689605
582	0.5713037393
583	0.5711299271
584	0.5708863553
585	0.5706213009
586	0.5704160533
587	0.5702557457
588	0.570028737
589	0.5698636589
590	0.5696539312
591	0.5694061567
592	0.5692013174
593	0.5689354839
594	0.5687186444
595	0.5685315967
596	0.5683842713
597	0.5681200058
598	0.5679180115
599	0.5677957753
600	0.5676255885
601	0.5673437192
602	0.5671644759
603	0.5668920065
604	0.5665547051
605	0.5662693303
606	0.5659982366
607	0.5656964186
608	0.5654661138
609	0.5652316222
610	0.5648807778
611	0.564742948
612	0.5644876458
613	0.5642797576
614	0.5641837809
615	0.563996406
616	0.5638903954
617	0.5636001447
618	0.5633194628
619	0.5630966393
620	0.562876696
621	0.5626179135
622	0.5624781157
623	0.5622501457
624	0.5620465943
625	0.5618702494
626	0.5616420381
627	0.5613357053
628	0.5609832409
629	0.5608139333
630	0.5606606526
631	0.5604230554
632	0.5602933883
633	0.5600471587
634	0.5598994398
635	0.5596583411
636	0.5594933968
637	0.5592211883
638	0.5591172395
639	0.5589087738
640	0.5587034003
641	0.5584194815
642	0.558065187
643	0.5578457722
644	0.5576051113
645	0.5574298377
646	0.5572378713
647	0.5569714491
648	0.556809439
649	0.5565357216
650	0.556396329
651	0.556237671
652	0.5560505491
653	0.5558689698
654	0.5557648921
655	0.5555271895
656	0.5553800155
657	0.555222283
658	0.5550064461
659	0.554818528
660	0.5547194514
661	0.5545146103
662	0.5542684173
663	0.5540352307
664	0.5537533719
665	0.5535513535
666	0.5532757869
667	0.5530976275
668	0.5527950493
669	0.5525933127
670	0.5523422665
671	0.5521151734
672	0.5518531246
673	0.5516911298
674	0.5513900556
675	0.5512291547
676	0.5509435248
677	0.5507457334
678	0.550499294
679	0.5503344636
680	0.5501402176
681	0.5499083268
682	0.5496040851
683	0.5494860236
684	0.5492839585
685	0.54910211
686	0.5488942632
687	0.5486002553
688	0.5483604049
689	0.5481982813
690	0.5479429202
691	0.5476217565
692	0.5475688751
693	0.5473054026
694	0.5470213746
695	0.5467607844
696	0.5465454867
697	0.5463878894
698	0.5461890096
699	0.5460734926
700	0.5459182456
701	0.5456667901
702	0.5454831762
703	0.5452557969
704	0.5450626221
705	0.5447888401
706	0.5446269488
707	0.5444424024
708	0.5442059191
709	0.543985894
710	0.5438168261
711	0.5435932092
712	0.543475618
713	0.5433146052
714	0.543107189
715	0.5428800817
716	0.5426355321
717	0.542450012
718	0.5422502388
719	0.5420776891
720	0.5419309828
721	0.5417235129
722	0.5415407738
723	0.5412332073
724	0.5410036574
725	0.5407752
726	0.5405875938
727	0.5403054952
728	0.5399713034
729	0.5397920697
730	0.5396191156
731	0.5394570372
732	0.5392604571
733	0.5391049099
734	0.5389064131
735	0.5387194781
736	0.5384359814
737	0.5382712049
738	0.5380207214
739	0.5378337995
740	0.5376095031
741	0.5373897803
742	0.5371939997
743	0.5369900875
744	0.5367831876
745	0.5366951343
746	0.5364527924
747	0.5362463881
748	0.5359602929
749	0.5357981529
750	0.5356513189
751	0.53549877
752	0.5353677052
753	0.5351369759
754	0.5348212704
755	0.5346210739
756	0.5343328067
757	0.5342102854
758	0.5340966341
759	0.5338821943
760	0.5337350844
761	0.5336088704
762	0.5334785758
763	0.5332779346
764	0.5331470618
765	0.5329019934
766	0.532754805
767	0.5325847003
768	0.532303804
769	0.5322131222
770	0.5320113608
771	0.5318285954
772	0.5316897573
773	0.5314826322
774	0.5312870002
775	0.5310542871
776	0.5309285605
777	0.5306403716
778	0.5304454397
779	0.5302692858
780	0.5301309232
781	0.5298923967
782	0.5297275419
783	0.5294510285
784	0.529241963
785	0.529019028
786	0.5287751298
787	0.5285643033
788	0.5284438919
789	0.52833314
790	0.5280893179
791	0.52785688
792	0.5277142907
793	0.5275436226
794	0.5273125908
795	0.5271634783
796	0.5270011294
797	0.52678016
798	0.5264848981
799	0.526170479
800	0.5258409794
801	0.525624932
802	0.5255039538
803	0.5253397703
804	0.5251091744
805	0.5249355543
806	0.524787192
807	0.5246701253
808	0.524560842
809	0.524291913
810	0.5239748528
811	0.5237918657
812	0.5235892466
813	0.5234627009
814	0.5232494033
815	0.5231446118
816	0.5228592364
817	0.5226859259
818	0.5224830071
819	0.522335248
820	0.5221865439
821	0.5220044845
822	0.5218439338
823	0.5216486762
824	0.5214807982
825	0.5212369572
826	0.5210864857
827	0.5208360825
828	0.5205880888
829	0.5203761776
830	0.52011762
831	0.5199714625
832	0.5198263205
833	0.5197436992
834	0.5196056519
835	0.519440325
836	0.519155254
837	0.5189936725
838	0.5188413805
839	0.5185913303
840	0.5184423747
841	0.5182364611
842	0.5180506389
843	0.5179013652
844	0.5177985114
845	0.51766285
846	0.5175662534
847	0.5174250678
848	0.5172517444
849	0.5170290564
850	0.5168874972
851	0.5166582098
852	0.5164994239
853	0.5162868009
854	0.5161153816
855	0.5158687236
856	0.5156362017
857	0.515428133
858	0.515175652
859	0.5150682521
860	0.5149141915
861	0.5146490628
862	0.5145028326
863	0.5142014281
864	0.5141136515
865	0.5139109313
866	0.5137147301
867	0.5134617029
868	0.5133391631
869	0.5132541533
870	0.5130296845
871	0.5127561939
872	0.5125106286
873	0.5123561651
874	0.5121719087
875	0.5120114875
876	0.5118978537
877	0.5115732617
878	0.5114304196
879	0.5112534198
880	0.5111198836
881	0.5110301075
882	0.5107805649
883	0.5105803487
884	0.5104409278
885	0.5103255484
886	0.5101919997
887	0.5100279346
888	0.5097824575
889	0.5095804891
890	0.5094150388
891	0.50928362
892	0.5090947443
893	0.508953396
894	0.5088256019
895	0.5086475298
896	0.5084228142
897	0.5081158424
898	0.5079752338
899	0.5078709486
900	0.5077211156
901	0.507526037
902	0.5073492309
903	0.507232154
904	0.5069742069
905	0.5068395124
906	0.5067392336
907	0.5066187998
908	0.5063629588
909	0.5062245458
910	0.5060667943
911	0.5059597201
912	0.5057295081
913	0.5055300024
914	0.5054238665
915	0.505326501
916	0.505060819
917	0.5049250929
918	0.5046655496
919	0.5045292161
920	0.5043222194
921	0.5042155874
922	0.5040318905
923	0.5037856241
924	0.5036093454
925	0.5033528308
926	0.5032050357
927	0.5030928294
928	0.5029165889
929	0.5027432656
930	0.5026782315
931	0.5024910207
932	0.5023716131
933	0.5021146646
934	0.5018778412
935	0.5017261676
936	0.5014715806
937	0.5013625096
938	0.5012056385
939	0.5010110737
940	0.5009026137
941	0.5006808984
942	0.5004598166
943	0.50026379
944	0.500102911
945	0.4999957178
946	0.4998974437
947	0.4998072855
948	0.4996838873
949	0.4995599298
950	0.4994148204
951	0.4992534623
952	0.4990517196
953	0.4989398165
954	0.4988245958
955	0.4985737379
956	0.4983987244
957	0.4983088915
958	0.4982150661
959	0.4980863618
960	0.4979937432
961	0.4978372933
962	0.4976964852
963	0.4974611843
964	0.4973633487
965	0.4971599946
966	0.4969839728
967	0.4968457419
968	0.4967531102
969	0.4966138738
970	0.4965048163
971	0.4962976936
972	0.4960996068
973	0.4959729641
974	0.4958970724
975	0.4957900898
976	0.4956352814
977	0.4954470818
978	0.4952822802
979	0.4950449886
980	0.494937049
981	0.4948698864
982	0.4946715279
983	0.4945330438
984	0.4943285722
985	0.4941589191
986	0.4939835015
987	0.4938349336
988	0.4937307926
989	0.4936086729
990	0.493371105
991	0.4932587916
992	0.4931176239
993	0.4930054732
994	0.4928900996
995	0.4928052231
996	0.4925911117
997	0.4924517922
998	0.4922127048
999	0.4920660271
